COD_CF_Fornitore,Data_documento,ID_documento,Descrizione,Codice_articolo,Codice_variante,Codice_categoria,Unita_misura,Quantita_um,Prezzo_netto_vu,importo
1571,2017-11-16,2017-BADDV-0000581,NASTRO ACCIAIO VERNICIATO,017.PM005,3,10.30.10.10.20.05,KG,4500.0,0.94,4230.0
1571,2017-11-16,2017-BADDV-0000582,NASTRO ACCIAIO VERNICIATO,017.PM005,27,10.30.10.10.20.05,KG,820.0,0.94,770.8
1571,2017-11-16,2017-BADDV-0000583,NASTRO ACCIAIO VERNICIATO,017.PM005,27,10.30.10.10.20.05,KG,3030.0,0.94,2848.2
3131,2017-11-18,2017-BADDV-0000584,PANNELLO PORTA PLACCATO CON LAMINATO ROVERE AXE,027.101TEL,0,10.30.30.10.50,PZ,7.0,100.0,700.0
3131,2017-11-18,2017-BADDV-0000584,PANNELLO PORTA PLACCATO CON LAMINATO ROVERE AXE_x000D_E FRESATE DA 4 profondità 2 mm COME CAMPIONE,027.101TEL,0,10.30.30.10.50,PZ,3.0,150.0,450.0
2469,2017-11-10,2017-BADDV-0000585,CERNIERA HAFELE TECTUS TE 340 3D,017.PM571,0,10.30.50.10.010,PZ,60.0,33.0,1980.0
1571,2017-11-09,2017-BADDV-0000586,NASTRO ACCIAIO VERNICIATO,017.PM005,3,10.30.10.10.20.05,KG,850.0,0.94,799.0
1571,2017-11-08,2017-BADDV-0000587,NASTRO ACCIAIO VERNICIATO,017.PM005,10,10.30.10.10.20.05,KG,4690.0,0.97,4549.3
2477,2017-11-16,2017-BADDV-0000588,LASTRA CARTONGESSO BA13,017.PM355,0,10.30.50.10.100,MQ,2903.04,1.37,3977.16
584,2017-11-14,2017-BADDV-0000589,"ART. 1767 PROFILO AD ""H"" IN POLICARBONATO L=3000 PER VETRO DA 10 mm",090.PBT10,0,10.30.50.10.300.11,PZ,24.0,9.45792,226.99
2463,2017-11-09,2017-BADDV-0000591,CERNIERA A SCOMPARSA,017.PM327,0,10.30.50.10.040,PZ,1000.0,5.0,5000.0
525,2017-11-11,2017-BADDV-0000595,RIVETTO ACCIAIO 3x8,017.PM318,0,10.30.50.10.030,PZ,24000.0,0.01151,276.24
1735,2017-11-24,2017-BADDV-0000597,CL7200 - PROFILO PER ANTA INTELAIATA SINGOLO VETRO GREZZO,091.NW2615,0,10.30.20.10.15,ML,216.0,5.82083,1257.3
2969,2017-11-16,2017-BADDV-0000598,GUARNIZIONE PER TRAVERSO E MONTANTE,017.PM336,0,10.30.50.10.090,ML,20160.0,0.44,8870.4
2969,2017-11-16,2017-BADDV-0000598,GUARNIZIONE DI TENUTA VETRO 10mm,092.GU001.10,0,10.30.50.10.305,ML,3250.0,0.257,835.25
732,2017-11-17,2017-BADDV-0000599,NASTRO ACCIAIO VERNICIATO,017.PM005,83,10.30.10.10.20.05,KG,5182.0,0.85,4404.7
732,2017-11-17,2017-BADDV-0000599,NASTRO ACCIAIO VERNICIATO,017.PM005,36,10.30.10.10.20.05,KG,14554.0,0.85,12370.9
732,2017-11-17,2017-BADDV-0000599,NASTRO ACCIAIO VERNICIATO,017.PM005,37,10.30.10.10.20.05,KG,7624.0,0.85,6480.4
732,2017-11-17,2017-BADDV-0000599,NASTRO ACCIAIO VERNICIATO,017.PM005,86,10.30.10.10.20.05,KG,1494.0,0.9,1344.6
3493,2017-11-07,2017-BADDV-0000601,ANTA TEMPERATA IN CRISTALLO 10 MM TRASPARENTE,017.PM106.002,0,10.30.40.10.20,PZ,1.0,90.32,90.32
3493,2017-11-07,2017-BADDV-0000601,ANTA TEMPERATA IN CRISTALLO 10 MM TRASPARENTE,017.PM106.015,0,10.30.40.10.20,PZ,1.0,139.09,139.09
3493,2017-11-07,2017-BADDV-0000601,VETRO STRATIFICATO TRASPARENTE 6+6,090.VST66,146,10.30.40.10.50,MQ,0.82,21.5,17.63
3493,2017-11-07,2017-BADDV-0000601,VETRO STRATIFICATO TRASPARENTE 6+6,090.VST66,147,10.30.40.10.50,MQ,6.94,21.5,149.21
3493,2017-11-07,2017-BADDV-0000601,VETRO STRATIFICATO TRASPARENTE 6+6,090.VST66,148,10.30.40.10.50,MQ,9.41,21.50053,202.32
3493,2017-11-07,2017-BADDV-0000601,VETRO STRATIFICATO TRASPARENTE 6+6,090.VST66,149,10.30.40.10.50,MQ,0.55,21.50909,11.83
3493,2017-11-07,2017-BADDV-0000601,VETRO STRATIFICATO TRASPARENTE 6+6,090.VST66,150,10.30.40.10.50,MQ,4.58,21.5,98.47
2521,2017-11-27,2017-BADDV-0000602,VETRO STRATIFICATO 3+3,017.PM152,293,10.30.40.10.10,MQ,40.25,11.70012,470.93
2521,2017-11-27,2017-BADDV-0000602,VETRO STRATIFICATO 3+3,017.PM152,445,10.30.40.10.10,MQ,37.77,11.70003,441.91
2521,2017-11-27,2017-BADDV-0000602,VETRO STRATIFICATO 3+3,017.PM152,1120,10.30.40.10.10,MQ,2.77,11.70036,32.41
2521,2017-11-27,2017-BADDV-0000602,VETRO STRATIFICATO 3+3,017.PM152,293,10.30.40.10.10,MQ,40.25,11.70012,470.93
2521,2017-11-27,2017-BADDV-0000602,VETRO STRATIFICATO 3+3,017.PM152,445,10.30.40.10.10,MQ,41.15,16.33439,672.16
2521,2017-11-27,2017-BADDV-0000602,VETRO STRATIFICATO 3+3,017.PM152,1120,10.30.40.10.10,MQ,2.77,11.70036,32.41
1964,2017-11-10,2017-BADDV-0000604,ANTA APR. SX o DX IN CRISTALLO TRASPARENTE 895x2040,017.PM106.001,0,10.30.40.10.20,PZ,1.0,110.0,110.0
1964,2017-11-10,2017-BADDV-0000604,VETRO STRATIFICATO 3+3,017.PM152,6,10.30.40.10.10,MQ,5.25,14.0,73.5
1964,2017-11-10,2017-BADDV-0000604,VETRO STRATIFICATO 3+3,017.PM152,1188,10.30.40.10.10,MQ,5.25,14.0,73.5
1964,2017-11-10,2017-BADDV-0000604,VETRO STRATIFICATO 3+3,017.PM152,299,10.30.40.10.10,MQ,1.96,14.0,27.44
1964,2017-11-10,2017-BADDV-0000604,VETRO STRATIFICATO 3+3,017.PM152,1192,10.30.40.10.10,MQ,1.91,14.0,26.74
1964,2017-11-10,2017-BADDV-0000604,VETRO STRATIFICATO 3+3,017.PM152,1193,10.30.40.10.10,MQ,1.91,14.0,26.74
1964,2017-11-10,2017-BADDV-0000604,VETRO STRATIFICATO 3+3,017.PM152,1194,10.30.40.10.10,MQ,4.79,14.0,67.06
1964,2017-11-10,2017-BADDV-0000604,VETRO STRATIFICATO 3+3,017.PM152,1195,10.30.40.10.10,MQ,2.17,14.0,30.38
1964,2017-11-10,2017-BADDV-0000604,VETRO STRATIFICATO 3+3,017.PM152,1196,10.30.40.10.10,MQ,13.32,14.0,186.48
1964,2017-11-10,2017-BADDV-0000604,VETRO STRATIFICATO 3+3,017.PM152,1197,10.30.40.10.10,MQ,1.89,14.0,26.46
1964,2017-11-10,2017-BADDV-0000604,VETRO STRATIFICATO 3+3,017.PM152,1198,10.30.40.10.10,MQ,1.89,14.0,26.46
1964,2017-11-10,2017-BADDV-0000604,VETRO STRATIFICATO 3+3,017.PM152,1199,10.30.40.10.10,MQ,1.87,14.0,26.18
1964,2017-11-10,2017-BADDV-0000604,VETRO STRATIFICATO 3+3,017.PM152,1200,10.30.40.10.10,MQ,1.87,14.0,26.18
1964,2017-11-10,2017-BADDV-0000604,VETRO STRATIFICATO 3+3,017.PM152,1201,10.30.40.10.10,MQ,6.71,14.0,93.94
1964,2017-11-10,2017-BADDV-0000604,SATINATURA A FASCE SU VETRO,017.PM162,0,10.30.40.10.40,MQ,6.14,30.0,184.2
2521,2017-11-10,2017-BADDV-0000606,ANTA APR. SX o DX IN CRISTALLO TRASPARENTE 895 H max 2500,017.PM106.002,0,10.30.40.10.20,PZ,3.0,101.99,305.97
2521,2017-11-10,2017-BADDV-0000606,ANTA SEMIFISSA SX o DX IN CRISTALLO TRAS. 944 H max 2500,017.PM106.006,0,10.30.40.10.20,PZ,1.0,57.88,57.88
2521,2017-11-10,2017-BADDV-0000606,VETRO STRATIFICATO 3+3,017.PM152,750,10.30.40.10.10,MQ,20.41,12.0,244.92
2521,2017-11-10,2017-BADDV-0000606,ANTA APR. SX o DX IN CRISTALLO TRASP. 895 H max 2800,017.PM106.011,0,10.30.40.10.20,PZ,3.0,114.21,342.63
2521,2017-11-10,2017-BADDV-0000606,VETRO STRATIFICATO TRASPARENTE 5+5,090.VST55,92,10.30.40.10.50,MQ,0.62,22.0,13.64
2521,2017-11-10,2017-BADDV-0000606,VETRO STRATIFICATO TRASPARENTE 5+5,090.VST55,515,10.30.40.10.50,MQ,9.46,22.0,208.12
2521,2017-11-10,2017-BADDV-0000606,VETRO STRATIFICATO TRASPARENTE 5+5,090.VST55,516,10.30.40.10.50,MQ,1.1,22.0,24.2
2521,2017-11-10,2017-BADDV-0000606,VETRO STRATIFICATO TRASPARENTE 5+5,090.VST55,517,10.30.40.10.50,MQ,7.98,22.0,175.56
2521,2017-11-10,2017-BADDV-0000606,VETRO STRATIFICATO TRASPARENTE 5+5,090.VST55,518,10.30.40.10.50,MQ,8.33,22.0,183.26
2521,2017-11-10,2017-BADDV-0000606,VETRO STRATIFICATO TRASPARENTE 5+5,090.VST55,519,10.30.40.10.50,MQ,4.45,22.0,97.9
2521,2017-11-10,2017-BADDV-0000606,VETRO STRATIFICATO TRASPARENTE 5+5,090.VST55,520,10.30.40.10.50,MQ,11.55,22.0,254.1
2521,2017-11-10,2017-BADDV-0000606,ANTA APR. SX o DX IN CRISTALLO TRASPARENTE 895x2040,017.PM106.001,0,10.30.40.10.20,PZ,2.0,88.36,176.72
2521,2017-11-10,2017-BADDV-0000606,ANTA APR. SX o DX IN CRISTALLO TRASP. 895 H max 2800,017.PM106.011,0,10.30.40.10.20,PZ,1.0,145.23,145.23
2521,2017-11-10,2017-BADDV-0000606,VETRO STRATIFICATO TRASPARENTE 5+5,090.VST55,521,10.30.40.10.50,MQ,8.59,22.0,188.98
2521,2017-11-10,2017-BADDV-0000606,VETRO STRATIFICATO TRASPARENTE 5+5,090.VST55,522,10.30.40.10.50,MQ,0.65,22.0,14.3
2521,2017-11-10,2017-BADDV-0000606,VETRO STRATIFICATO TRASPARENTE 5+5,090.VST55,523,10.30.40.10.50,MQ,22.42,22.0,493.24
2521,2017-11-10,2017-BADDV-0000606,VETRO STRATIFICATO 3+3,017.PM152,124,10.30.40.10.10,MQ,62.15,11.70008,727.16
2521,2017-11-10,2017-BADDV-0000606,VETRO STRATIFICATO 3+3,017.PM152,293,10.30.40.10.10,MQ,28.75,11.70017,336.38
2521,2017-11-10,2017-BADDV-0000606,VETRO STRATIFICATO 3+3,017.PM152,445,10.30.40.10.10,MQ,70.83,15.35762,1087.78
2521,2017-11-10,2017-BADDV-0000606,VETRO STRATIFICATO 3+3,017.PM152,1121,10.30.40.10.10,MQ,2.82,11.69858,32.99
2521,2017-11-10,2017-BADDV-0000606,VETRO STRATIFICATO 3+3,017.PM152,124,10.30.40.10.10,MQ,18.28,11.70022,213.88
2521,2017-11-10,2017-BADDV-0000606,VETRO STRATIFICATO 3+3,017.PM152,293,10.30.40.10.10,MQ,29.57,11.70003,345.97
2521,2017-11-10,2017-BADDV-0000606,VETRO STRATIFICATO 3+3,017.PM152,445,10.30.40.10.10,MQ,40.47,11.70002,473.5
2521,2017-11-10,2017-BADDV-0000606,VETRO STRATIFICATO 3+3,017.PM152,1120,10.30.40.10.10,MQ,2.77,11.70036,32.41
2521,2017-11-10,2017-BADDV-0000606,VETRO STRATIFICATO 3+3,017.PM152,1121,10.30.40.10.10,MQ,1.41,11.70213,16.5
3545,2017-11-03,2017-BADDV-0000607,ANTA APR. SX o DX IN CRISTALLO TRASP. 895 H max 2800,017.PM106.011,0,10.30.40.10.20,PZ,4.0,113.0525,452.21
3545,2017-11-03,2017-BADDV-0000607,ANTA APR. SX IN CRISTALLO SATIN. 895 H max 2800,017.PM107.022,0,10.30.40.10.20,PZ,2.0,148.395,296.79
3545,2017-11-03,2017-BADDV-0000607,ANTA APR. SX IN CRISTALLO SATIN. 895 max 3000,017.PM107.030,0,10.30.40.10.20,PZ,1.0,188.43,188.43
3545,2017-11-03,2017-BADDV-0000607,VETRO STRATIFICATO 3+3,017.PM152,275,10.30.40.10.10,MQ,5.8,13.0,75.4
3545,2017-11-03,2017-BADDV-0000607,VETRO STRATIFICATO 3+3,017.PM152,1178,10.30.40.10.10,MQ,3.35,13.0,43.55
3545,2017-11-03,2017-BADDV-0000607,VETRO STRATIFICATO 3+3,017.PM152,1179,10.30.40.10.10,MQ,9.36,13.0,121.68
3545,2017-11-03,2017-BADDV-0000607,VETRO STRATIFICATO 3+3,017.PM152,1180,10.30.40.10.10,MQ,28.09,13.0,365.17
3545,2017-11-03,2017-BADDV-0000607,VETRO STRATIFICATO 3+3,017.PM152,1181,10.30.40.10.10,MQ,12.06,13.0,156.78
3545,2017-11-03,2017-BADDV-0000607,VETRO STRATIFICATO 3+3,017.PM152,1182,10.30.40.10.10,MQ,12.23,13.0,158.99
3545,2017-11-03,2017-BADDV-0000607,VETRO STRATIFICATO 3+3,017.PM152,1183,10.30.40.10.10,MQ,12.07,13.0,156.91
3545,2017-11-03,2017-BADDV-0000607,VETRO STRATIFICATO 3+3,017.PM152,1184,10.30.40.10.10,MQ,12.77,13.0,166.01
3545,2017-11-03,2017-BADDV-0000607,ANTA APR. SX o DX IN CRISTALLO TRASP. 895 H max 2800,017.PM106.011,0,10.30.40.10.20,PZ,1.0,110.92,110.92
3545,2017-11-03,2017-BADDV-0000607,ANTA SEMIFISSA SX o DX IN CRISTALLO TRAS. 944 H max 2800,017.PM106.012,0,10.30.40.10.20,PZ,1.0,110.92,110.92
3545,2017-11-03,2017-BADDV-0000607,VETRO STRATIFICATO TRASPARENTE 6+6,090.VST66,151,10.30.40.10.50,MQ,1.68,24.5,41.16
3545,2017-11-23,2017-BADDV-0000608,ANTA APR. SX o DX IN CRISTALLO TRASPARENTE 895x2040,017.PM106.001,0,10.30.40.10.20,PZ,2.0,61.57,123.14
3545,2017-11-23,2017-BADDV-0000608,ANTA APR. SX o DX IN CRISTALLO TRASPARENTE 895 H max 2500,017.PM106.002,0,10.30.40.10.20,PZ,1.0,128.78,128.78
3545,2017-11-23,2017-BADDV-0000608,ANTA SEMIFISSA SX o DX IN CRISTALLO TRAS. 944x2040,017.PM106.005,0,10.30.40.10.20,PZ,2.0,61.57,123.14
3545,2017-11-23,2017-BADDV-0000608,ANTA APR. SX o DX IN CRISTALLO TRASP. 895 H max 2800,017.PM106.011,0,10.30.40.10.20,PZ,2.0,116.09,232.18
3545,2017-11-23,2017-BADDV-0000608,ANTA APR. SX o DX IN CRISTALLO TRASP. 895 H max 2800,017.PM106.011,0,10.30.40.10.20,PZ,1.0,105.75,105.75
3545,2017-11-23,2017-BADDV-0000608,ANTA APR. SX o DX IN CRISTALLO TRASP. 895 H max 2800,017.PM106.011,0,10.30.40.10.20,PZ,2.0,116.09,232.18
3545,2017-11-23,2017-BADDV-0000608,ANTA APR. SX o DX IN CRISTALLO TRASP. 895 H max 2800,017.PM106.011,0,10.30.40.10.20,PZ,1.0,110.92,110.92
3545,2017-11-23,2017-BADDV-0000608,ANTA APR. SX o DX IN CRISTALLO TRASP. 895 H max 2800,017.PM106.011,0,10.30.40.10.20,PZ,1.0,116.09,116.09
3545,2017-11-23,2017-BADDV-0000608,ANTA SEMIFISSA SX IN CRISTALLO SATINATO 944x2040,017.PM107.009,0,10.30.40.10.20,PZ,1.0,169.8,169.8
3545,2017-11-23,2017-BADDV-0000608,ANTA APRIBILE DX IN CRISTALLO SATINATO 944x2040,017.PM107.017,0,10.30.40.10.20,PZ,1.0,100.0,100.0
3016,2017-11-24,2017-BADDV-0000611,LANA MINERALE ROCKWOOL 226 SP.40 D.60,017.PM565,0,10.30.50.10.050,MQ,172.8,2.67998,463.1
3016,2017-11-24,2017-BADDV-0000611,LANA MINERALE MULTIROCK C SP.40 D.34,017.PM566,0,10.30.50.10.050,MQ,1658.88,1.45,2405.38
682,2017-11-28,2017-BADDV-0000612,CERNIERA SLIM VERTICALE V-809 ANTA CRISTALLO,017.PM391,0,10.30.50.10.040,PZ,200.0,17.5,3500.0
2477,2017-11-28,2017-BADDV-0000614,LASTRA CARTONGESSO BA13,017.PM355,0,10.30.50.10.100,MQ,3084.48,1.37,4225.74
2477,2017-11-28,2017-BADDV-0000614,LASTRA CARTONGESSO BA13,017.PM355,0,10.30.50.10.100,MQ,7.2,1.45,10.44
2477,2017-11-28,2017-BADDV-0000614,"VITE AUTOFORANTE TPS ZN 3,5x35",017.PM313,0,10.30.50.10.030,PZ,1000.0,0.00771,7.71
3016,2017-11-23,2017-BADDV-0000615,LANA MINERALE ROCKWOOL 226 SP.40 D.60,017.PM565,0,10.30.50.10.050,MQ,1900.8,2.68,5094.14
1964,2017-11-28,2017-BADDV-0000617,ANTA CEN. VETRATA DX mm. 496x1020,028.A11AVDX,1,10.30.40.10.30,PZ,1.0,22.76,22.76
1964,2017-11-28,2017-BADDV-0000617,ANTA CEN. VETRATA SX mm. 496x1020,028.A11AVSX,1,10.30.40.10.30,PZ,1.0,22.76,22.76
3131,2017-11-27,2017-BADDV-0000618,PANNELLO PORTA PLACCATO CON LAMINATO ROVERE AXE_x000D_E FRESATE DA 4 profondità 2 mm COME CAMPIONE,027.101TEL,0,10.30.30.10.50,PZ,2.0,150.0,300.0
3280,2017-11-24,2017-BADDV-0000619,"VITE AUTOFILETTANTE TPS ZN 4,2x16",017.PM301,0,10.30.50.10.030,PZ,1000.0,0.0108,10.8
2969,2017-11-22,2017-BADDV-0000620,GUARNIZIONE PER TRAVERSO E MONTANTE P85,017.PM537,0,10.30.50.10.090,ML,5292.0,0.4784,2531.69
682,2017-11-23,2017-BADDV-0000622,COPPIA MANIGLIONI ROUND 02,017.PM398,0,10.30.50.10.010,PZ,2.0,65.0,130.0
1706,2017-11-21,2017-BADDV-0000624,COLLA SPECIFICA PER CRTG CON LAMIERA,017.PM354,0,10.30.50.10.060,KG,1460.0,2.3,3358.0
2469,2017-11-21,2017-BADDV-0000627,950.10.463 SOGLIA MOBILE SU ANTA CRISTALLO mm. 958,017.PM521,0,10.30.50.10.180,PZ,4.0,71.98,287.92
1964,2017-11-20,2017-BADDV-0000628,VETRO STRATIFICATO TRASPARENTE 5+5,090.VST55,537,10.30.40.10.50,MQ,3.21,25.0,80.25
1964,2017-11-20,2017-BADDV-0000628,VETRO STRATIFICATO TRASPARENTE 5+5,090.VST55,538,10.30.40.10.50,MQ,6.19,25.0,154.75
1964,2017-11-20,2017-BADDV-0000628,VETRO STRATIFICATO TRASPARENTE 5+5,090.VST55,539,10.30.40.10.50,MQ,3.33,25.0,83.25
1964,2017-11-20,2017-BADDV-0000628,VETRO STRATIFICATO TRASPARENTE 5+5,090.VST55,540,10.30.40.10.50,MQ,4.29,25.0,107.25
1964,2017-11-20,2017-BADDV-0000628,VETRO STRATIFICATO TRASPARENTE 5+5,090.VST55,541,10.30.40.10.50,MQ,9.18,25.0,229.5
1964,2017-11-20,2017-BADDV-0000628,VETRO STRATIFICATO TRASPARENTE 5+5,090.VST55,542,10.30.40.10.50,MQ,0.83,25.0,20.75
1964,2017-11-20,2017-BADDV-0000628,VETRO STRATIFICATO TRASPARENTE 5+5,090.VST55,543,10.30.40.10.50,MQ,0.76,25.0,19.0
1964,2017-11-20,2017-BADDV-0000628,VETRO STRATIFICATO TRASPARENTE 5+5,090.VST55,544,10.30.40.10.50,MQ,0.31,25.0,7.75
1964,2017-11-20,2017-BADDV-0000628,VETRO STRATIFICATO TRASPARENTE 5+5,090.VST55,545,10.30.40.10.50,MQ,1.5,25.0,37.5
1964,2017-11-20,2017-BADDV-0000628,VETRO STRATIFICATO TRASPARENTE 5+5,090.VST55,546,10.30.40.10.50,MQ,3.35,25.0,83.75
1964,2017-11-20,2017-BADDV-0000628,VETRO STRATIFICATO TRASPARENTE 5+5,090.VST55,547,10.30.40.10.50,MQ,2.8,25.0,70.0
2469,2017-11-28,2017-BADDV-0000630,SOGLIA MOBILE SU ANTA CRISTALLO mm.958,017.PM522,0,10.30.50.10.180,PZ,2.0,71.98,143.96
3078,2017-11-29,2017-BADDV-0000631,TRUCIOLARE NOBILITATO STD 3050x2070,017.PM051.FF,7,10.30.30.10.10.30,MQ,315.68,6.69,2111.9
3078,2017-11-29,2017-BADDV-0000631,TRUCIOLARE NOBILITATO STD 3050x2070,017.PM051.FF,32,10.30.30.10.10.30,MQ,164.15,6.66427,1093.94
3078,2017-11-29,2017-BADDV-0000631,TRUCIOLARE NOBILITATO IGNIFUGO,017.PM052.FF,2,10.30.30.10.10.30,MQ,631.35,11.0,6944.85
3078,2017-11-29,2017-BADDV-0000631,FOGLIO LAMINATO 3050x2050 sp.1,017.PM055.H,12,10.30.30.10.30,NR,2.0,39.37,78.74
3280,2017-11-30,2017-BADDV-0000632,MANIGLIONE ANTIPANICO ANTA CRISTALLO,017.PM381,0,10.30.50.10.010,PZ,2.0,268.605,537.21
2477,2017-11-14,2017-BADDV-0000633,"VITE AUTOFORANTE TPS ZN 4,2x13",017.PM303,0,10.30.50.10.030,PZ,32000.0,0.00713,228.16
2477,2017-11-14,2017-BADDV-0000633,"VITE AUTOFORANTE TPS ZN 3,5x35",017.PM313,0,10.30.50.10.030,PZ,13000.0,0.0088,114.4
2477,2017-11-14,2017-BADDV-0000633,TASSELLO A ESPANSIONE 6x38,017.PM323,0,10.30.50.10.030,PZ,6000.0,0.0225,135.0
3016,2017-12-04,2017-BADDV-0000636,LANA MINERALE AIRROCK DD SP.60 D.67,017.PM564,0,10.30.50.10.050,MQ,1267.2,3.7,4688.64
3016,2017-12-04,2017-BADDV-0000637,LANA MINERALE AIRROCK DD SP.60 D.67,017.PM564,0,10.30.50.10.050,MQ,1267.2,3.7,4688.64
3016,2017-11-30,2017-BADDV-0000638,LANA MINERALE AIRROCK DD SP.60 D.67,017.PM564,0,10.30.50.10.050,MQ,1267.2,3.7,4688.64
3016,2017-11-30,2017-BADDV-0000639,LANA MINERALE AIRROCK DD SP.60 D.67,017.PM564,0,10.30.50.10.050,MQ,1267.2,3.7,4688.64
595,2017-11-29,2017-BADDV-0000640,MANIGLIETTA ANGLE CC64L100MM SST LOOK,017.PM441,0,10.30.50.10.020,PZ,1000.0,2.0,2000.0
584,2017-12-14,2017-BADDV-0000643,"MANIGLIA  """"U FORM"""" ECO V110 INOX",017.PM396,0,10.30.50.10.010,PZ,5.0,7.658,38.29
3131,2017-12-15,2017-BADDV-0000644,TELAIO PER PORTA LEGNO GREZZO,027.101TEL.H,0,10.30.30.10.50,PZ,1.0,100.0,100.0
597,2017-12-14,2017-BADDV-0000645,PANNELLO MICROFORATO COME DISEGNI ALLEGATI,017.PM507,0,10.30.50.10.190,NR,16.0,70.0,1120.0
3550,2017-12-11,2017-BADDV-0000646,ANTISPIFFERO/GHIGLIOTTINA art. 101SF30RT  lunghezza 895 mm.,017.PM369,0,10.30.50.10.180,PZ,320.0,4.85,1552.0
3550,2017-12-11,2017-BADDV-0000646,ANTISPIFFERO/GHIGLIOTTINA art. 101SF30RT  lunghezza 176 mm.,017.PM369,0,10.30.50.10.180,PZ,320.0,3.96,1267.2
567,2017-12-07,2017-BADDV-0000648,MOLLA PER AGGANCIO PANNELLO ZOCCOLO,028.611ACGR,0,10.20.10.10.180,PZ,10100.0,0.24,2424.0
535,2017-12-11,2017-BADDV-0000649,VENEZIANA CON ORIENTAMENTO,017.PM431,1,10.30.50.10.110,PZ,2.0,61.8,123.6
535,2017-12-04,2017-BADDV-0000650,VENEZIANA CON ORIENTAMENTO E SOLLEVAMENTO,017.PM417,2,10.30.50.10.110,PZ,4.0,32.04,128.16
535,2017-12-04,2017-BADDV-0000650,VENEZIANA CON ORIENTAMENTO,017.PM425,1,10.30.50.10.110,PZ,8.0,37.45,299.6
1571,2017-12-13,2017-BADDV-0000651,NASTRO ACCIAIO ZINCATO,017.PM001,29,10.30.10.10.30.05,KG,6830.0,0.7,4781.0
1571,2017-12-13,2017-BADDV-0000652,NASTRO ACCIAIO ZINCATO,017.PM001,29,10.30.10.10.30.05,KG,12900.0,0.7,9030.0
1571,2017-12-13,2017-BADDV-0000653,NASTRO ACCIAIO VERNICIATO,017.PM005,78,10.30.10.10.20.05,KG,4200.0,0.88,3696.0
2477,2017-11-28,2017-BADDV-0000655,"VITE AUTOFORANTE TPS ZN 4,2x13",017.PM303,0,10.30.50.10.030,PZ,1000.0,0.00755,7.55
1964,2017-12-12,2017-BADDV-0000656,VETRO STRATIFICATO 3+3,017.PM152,43,10.30.40.10.10,MQ,1.58,14.0,22.12
1964,2017-12-12,2017-BADDV-0000656,VETRO STRATIFICATO 3+3,017.PM152,61,10.30.40.10.10,MQ,0.79,14.0,11.06
1964,2017-12-12,2017-BADDV-0000656,VETRO STRATIFICATO 3+3,017.PM152,71,10.30.40.10.10,MQ,0.36,14.0,5.04
1964,2017-12-12,2017-BADDV-0000656,VETRO STRATIFICATO 3+3,017.PM152,1211,10.30.40.10.10,MQ,4.43,14.0,62.02
1964,2017-12-12,2017-BADDV-0000656,VETRO STRATIFICATO 3+3,017.PM152,1212,10.30.40.10.10,MQ,9.69,14.0,135.66
1964,2017-12-12,2017-BADDV-0000656,VETRO STRATIFICATO 3+3,017.PM152,1213,10.30.40.10.10,MQ,0.94,14.0,13.16
1964,2017-12-12,2017-BADDV-0000656,VETRO STRATIFICATO 3+3,017.PM152,1214,10.30.40.10.10,MQ,2.06,14.0,28.84
1964,2017-12-12,2017-BADDV-0000656,VETRO STRATIFICATO 6 MM. PER RIQU. VETRATO,017.PM154,2,10.30.40.10.10,MQ,0.42,14.0,5.88
1964,2017-12-12,2017-BADDV-0000656,KIT VETRI SCORREVOLI PER PASSACARTE (su misura),017.PM156,0,10.30.40.10.10,PZ,1.0,175.0,175.0
1964,2017-12-12,2017-BADDV-0000656,VETRO STRATIFICATO 3+3,017.PM152,1209,10.30.40.10.10,MQ,1.49,14.0,20.86
1964,2017-12-12,2017-BADDV-0000656,VETRO STRATIFICATO 3+3,017.PM152,1210,10.30.40.10.10,MQ,2.41,14.0,33.74
1964,2017-12-12,2017-BADDV-0000656,KIT VETRI SCORREVOLI PER PASSACARTE (su misura),017.PM156,0,10.30.40.10.10,PZ,1.0,150.0,150.0
1964,2017-12-12,2017-BADDV-0000656,KIT VETRI SCORR. PER PASS. (su int. 2000),017.PM157,0,10.30.40.10.10,PZ,1.0,245.0,245.0
3016,2017-12-11,2017-BADDV-0000657,LANA MINERALE AIRROCK DD SP.60 D.67,017.PM564,0,10.30.50.10.050,MQ,1267.2,3.7,4688.64
595,2017-12-07,2017-BADDV-0000658,GRANO PUNTA CONICA M5x6,090.GRM6X5,0,10.30.50.10.300.12,PZ,2000.0,0.0248,49.6
2521,2017-12-11,2017-BADDV-0000660,VETRO STRATIFICATO 3+3,017.PM152,43,10.30.40.10.10,MQ,2.38,12.0,28.56
2521,2017-12-11,2017-BADDV-0000660,VETRO STRATIFICATO 3+3,017.PM152,94,10.30.40.10.10,MQ,37.44,12.25641,458.88
2521,2017-12-11,2017-BADDV-0000660,VETRO STRATIFICATO 6 MM. PER RIQU. VETRATO,017.PM154,5,10.30.40.10.10,MQ,2.62,12.0,31.44
1964,2017-12-11,2017-BADDV-0000661,VETRO STRATIFICATO 3+3,017.PM152,1138,10.30.40.10.10,MQ,5.28,14.0,73.92
1964,2017-12-11,2017-BADDV-0000661,VETRO STRATIFICATO 3+3,017.PM152,1139,10.30.40.10.10,MQ,2.63,14.0,36.82
1964,2017-12-11,2017-BADDV-0000661,VETRO STRATIFICATO 3+3,017.PM152,1171,10.30.40.10.10,MQ,7.34,14.0,102.76
